First Last,First,Last,Company,Domain
Jenni Stephens,Jenni,Stephens,Marchesa (brand),www.marchesa.com
Lilly Ghalichi,Lilly,Ghalichi,Lilly Lashes,www.lillylashes.com
Fred Tippett,Fred,Tippett,Tse,www.tsecashmere.com
Kristine Deer,Kristine,Deer,K.Deer Haute Yoga Wear,www.k-deer.com
Sasha Plavsic,Sasha,Plavsic,ILIA Beauty Inc.,www.iliabeauty.com
Rachel Vicknair,Rachel,Vicknair,The Leopara Group,www.leopara.com
Rami Helali,Rami,Helali,Kotn,www.kotn.com
Sarah Ribner,Sarah,Ribner,PiperWai,www.piperwai.com
Jeff Ladra,Jeff,Ladra,Pladra Inc,www.pladra.com
Gwendolyn Floyd,Gwendolyn,Floyd,"Soko, Inc.",www.shopsoko.com
Wendy Downs,Wendy,Downs,Moop,www.moopshop.com
Helen Lo,Helen,Lo,Lo & Sons,www.loandsons.com
Mitchell Binder,Mitchell,Binder,King Baby Studio Inc,www.kingbabystudio.com
Carly Burnett,Carly,Burnett,Tkees,www.tkees.com
Coral Chung,Coral,Chung,"Project 1920, LLC",www.senreve.com
Leslie Kempler,Leslie,Kempler,fab'rik Boutique Inc.,www.fabrikstyle.com
Nazym Paltachev,Nazym,Paltachev,Soul Of Nomad,www.soulofnomad.com
Chinonye Akunne,Chinonye,Akunne,ILERA Apothecary,www.ileraapothecary.com
Jeff Steitz,Jeff,Steitz,Serengetee LLC,www.serengetee.com
Aaron Hallerman,,,Vincero Watches,www.vincerowatches.com
