First Last,First,Last,Company,Domain
Andrea Del Frate,Andrea,Frate,The Social Life,www.thesociallife.com
Chris Riccobono,Chris,Riccobono,UNTUCKit LLC,www.untuckit.com
Scott Silverstein,Scott,Silverstein,Nina Footwear Corp.,www.ninashoes.com
Taylore Woods,Taylore,Woods,"Ashtae Products, Inc.",www.ashtae.com
Zola Pieterse,Zola,Pieterse,"Newton Running Company, Inc.",www.newtonrunning.com
Ross Lohr,Ross,Lohr,Repat Inc,www.projectrepat.com
Tom Bahnsen,Tom,Bahnsen,Lather Inc.,www.lather.com
Matthew Smith,Matthew,Smith,Embr Labs Inc.,www.embrlabs.com
Kristen Runberg,Kristen,Runberg,Kitsch,www.mykitsch.com
Karen Chidiac,Karen,Chidiac,House Of Holland,www.houseofholland.co.uk
Jake Szczepanski,Jake,Szczepanski,"Billy Reid, Inc.",www.billyreid.com
Sophia Kim,Sophia,Kim,Lucca Couture,www.luccacouture.com
Shashi Batra,Shashi,Batra,Credo Beauty,www.credobeauty.com
Justin Kittredge,Justin,Kittredge,"ISlide, Inc.",www.islideusa.com
Alex Faherty,Alex,Faherty,"Faherty Brand, LLC",www.fahertybrand.com
Kevin Shinn,Kevin,Shinn,Annie International Inc.,www.annieinc.com
Jeff Plotner,Jeff,Plotner,Brackish,www.brackishbowties.com
Lindsey Hanaway Watts,Lindsey,Watts,June & January,www.juneandjanuary.com
Aman Advani,Aman,Advani,"Ministry of Supply, Inc.",www.ministryofsupply.com
Sophie Bonnie Eatwell,,,Harrys of London Ltd,www.harrysoflondon.com
